location,hour_of_day,day_of_week,crime_type,incident_count_last_24h,severity_score,is_hotspot
frankford,17,0,other,0,0.4,0
unknown,15,3,other,11,0.0,0
greenspring,23,5,other,1,0.0,0
mondawmin,17,0,other,0,0.0,0
woodbourne-mccabe,22,0,other,0,0.0,0
unknown,10,2,other,7,0.0,0
unknown,9,3,other,14,0.0,0
washington village/pigtown,12,3,other,1,0.0,0
mosher,1,3,assault,0,0.4,1
brooklyn,23,0,other,0,0.4,0
guilford,21,2,other,0,0.0,0
unknown,20,4,other,7,0.0,0
unknown,1,2,other,6,0.0,0
downtown,0,2,assault,0,0.4,1
downtown,23,1,other,0,0.0,0
central park heights,1,3,other,0,0.0,0
unknown,12,2,other,8,0.0,0
unknown,17,3,other,2,0.0,0
brooklyn,0,0,other,0,0.0,0
unknown,18,4,other,7,0.4,0
unknown,18,1,other,11,0.0,0
baltimore highlands,22,1,assault,1,0.4,1
belair-edison,1,5,other,0,0.0,0
franklin square,21,4,other,0,0.0,0
morrell park,20,5,other,0,0.4,0
cherry hill,0,2,other,0,0.0,0
howard park,18,6,other,0,0.0,0
brooklyn,15,0,other,0,0.0,0
westport,1,2,other,0,0.5,0
druid heights,0,3,other,0,0.0,0
mount vernon,13,1,other,1,0.0,0
care,23,5,other,0,0.0,0
glen,10,0,other,0,0.0,0
cedmont,19,3,other,0,0.0,0
unknown,16,1,other,6,0.0,0
unknown,20,2,other,13,0.0,0
unknown,11,3,other,11,0.4,0
unknown,4,0,other,3,0.0,0
unknown,16,2,other,7,0.4,0
patterson park neighborhood,0,3,assault,0,0.4,1
downtown,8,0,other,0,0.0,0
unknown,13,3,other,7,0.0,0
greektown,5,6,other,0,0.0,0
unknown,8,4,other,3,0.4,0
union square,17,4,other,0,0.0,0
mondawmin,8,6,other,0,0.0,0
unknown,2,4,other,7,0.0,0
levindale,21,0,other,0,0.0,0
mondawmin,22,0,other,1,0.0,0
unknown,16,2,other,5,0.0,0
unknown,7,5,other,4,0.0,0
belair-edison,4,4,other,0,0.4,0
hanlon-longwood,14,2,other,0,0.0,0
woodbourne-mccabe,2,4,other,0,0.0,0
mcelderry park,23,1,other,0,0.0,0
unknown,7,2,other,9,0.4,0
waverly,0,2,other,0,0.0,0
penn north,1,5,other,0,0.0,0
penn north,0,0,other,0,0.0,0
unknown,0,6,other,4,0.0,0
woodbourne heights,10,1,other,0,0.0,0
howard park,2,4,other,0,0.0,0
arlington,22,4,other,1,0.0,0
baltimore highlands,5,0,other,0,0.4,0
unknown,16,1,other,3,0.0,0
mcelderry park,16,3,other,3,0.0,0
central park heights,2,1,other,0,0.0,0
unknown,19,3,other,5,0.0,0
broadway east,22,4,other,1,0.0,0
harlem park,14,2,other,0,0.0,0
medford,1,0,other,0,0.0,0
unknown,15,2,other,10,0.4,0
gay street,14,3,other,0,0.5,0
baltimore highlands,21,3,other,1,0.0,0
middle east,1,1,other,0,0.5,0
unknown,19,4,other,0,0.0,0
poppleton,17,3,assault,0,0.0,1
mount vernon,12,6,other,1,0.0,0
broadway east,4,0,other,0,0.0,0
pulaski industrial area,0,5,other,0,0.0,0
remington,11,2,other,0,0.0,0
mount vernon,14,5,other,3,0.0,0
unknown,21,6,other,4,0.4,0
harlem park,14,3,other,0,0.0,0
mondawmin,3,4,other,0,0.0,0
edmondson village,4,5,other,0,0.0,0
curtis bay,3,3,other,0,0.0,0
sandtown-winchester,22,3,other,0,0.0,0
new southwest/mount clare,17,3,assault,1,0.4,1
east baltimore midway,21,1,other,0,0.0,0
charles north,21,3,other,0,0.0,0
unknown,14,1,other,5,0.4,0
unknown,19,2,other,18,0.0,0
unknown,18,3,other,11,0.0,0
unknown,12,2,other,9,0.0,0
towanda-grantley,21,5,other,0,0.0,0
unknown,1,3,other,3,0.4,0
unknown,11,1,other,10,0.4,0
unknown,5,4,other,6,0.0,0
unknown,3,5,other,11,0.4,0
brooklyn,17,4,other,0,0.0,0
frankford,3,6,other,1,0.4,0
unknown,22,6,other,3,0.0,0
unknown,1,2,other,9,0.0,0
unknown,1,1,other,22,0.0,0
unknown,21,3,other,13,0.0,0
upton,2,6,other,0,0.0,0
unknown,17,0,other,2,0.0,0
unknown,13,3,other,9,0.0,0
downtown,16,1,other,0,0.0,0
unknown,5,2,other,10,0.0,0
unknown,16,0,assault,1,0.4,1
penn north,19,6,other,0,0.0,0
unknown,9,5,other,8,0.0,0
highlandtown,22,1,other,1,0.0,0
unknown,21,3,other,3,0.0,0
westport,21,5,other,0,0.4,0
central park heights,23,0,other,0,0.0,0
unknown,14,0,other,12,0.0,0
morrell park,2,3,assault,0,0.4,1
unknown,4,4,other,5,0.0,0
mount holly,14,1,other,0,0.0,0
university of maryland,3,5,other,0,0.0,0
unknown,1,3,other,10,0.0,0
unknown,9,5,other,6,0.0,0
unknown,14,1,other,8,0.0,0
unknown,14,1,other,9,0.0,0
concerned citizens of forest park,22,0,other,0,0.0,0
oliver,11,2,other,0,0.0,0
oldtown,0,3,other,0,0.0,0
baltimore highlands,15,4,other,0,0.0,0
unknown,4,0,other,6,0.4,0
waltherson,1,3,other,0,0.0,0
four by four,6,4,other,0,0.0,0
washington village/pigtown,16,3,other,0,0.0,0
cherry hill,20,0,other,0,0.0,0
upton,7,3,other,7,0.0,0
unknown,20,4,assault,9,0.4,1
dorchester,17,0,other,0,0.0,0
broadway east,12,3,other,0,0.0,0
unknown,16,1,other,16,0.0,0
westport,15,5,other,0,0.0,0
unknown,8,2,other,8,0.0,0
broadway east,14,4,other,1,0.0,0
unknown,5,4,other,7,0.0,0
unknown,3,1,other,10,0.0,0
franklin square,2,2,other,0,0.0,0
jones falls area,3,1,other,0,0.0,0
unknown,22,2,other,7,0.0,0
unknown,13,3,other,10,0.4,0
unknown,7,2,other,9,0.0,0
unknown,6,2,other,4,0.0,0
unknown,16,3,other,10,0.4,0
unknown,23,3,other,16,0.0,0
downtown,0,4,assault,0,0.4,1
unknown,17,0,other,9,0.0,0
unknown,15,0,other,9,0.0,0
south baltimore,2,0,other,0,0.0,0
madison-eastend,22,4,other,0,0.0,0
hanlon-longwood,17,6,other,0,0.4,0
unknown,22,0,other,3,0.0,0
unknown,17,3,other,5,0.0,0
carroll park,15,3,other,1,0.0,0
unknown,15,4,other,7,0.0,0
ednor gardens-lakeside,17,0,other,0,0.0,0
east baltimore midway,23,4,other,1,0.5,0
unknown,2,3,other,6,0.0,0
downtown west,11,3,other,0,0.0,0
woodbourne heights,6,2,other,0,0.4,0
unknown,8,3,other,12,0.0,0
unknown,11,4,other,10,0.4,0
unknown,0,6,other,2,0.0,0
unknown,4,5,other,6,0.0,0
north harford road,20,2,other,0,0.0,0
new northwood,7,1,other,0,0.0,0
unknown,18,0,other,5,0.4,0
edmondson village,0,4,other,0,0.0,0
east baltimore midway,5,0,other,0,0.0,0
beechfield,21,1,other,0,0.4,0
unknown,15,4,other,9,0.0,0
unknown,0,3,other,12,0.0,0
beechfield,18,1,other,0,0.0,0
carroll - camden industrial area,21,2,other,0,0.0,0
carrollton ridge,14,5,other,0,0.0,0
better waverly,5,4,other,0,0.4,0
central park heights,18,0,other,0,0.0,0
downtown,4,0,other,2,0.0,0
unknown,8,6,other,2,0.0,0
cherry hill,5,5,assault,0,0.4,1
brooklyn,13,5,other,0,0.0,0
unknown,18,1,other,10,0.0,0
oldtown,22,2,assault,0,0.4,1
parkside,21,6,other,0,0.0,0
baltimore highlands,17,2,other,1,0.0,0
belair-edison,15,5,other,0,0.0,0
unknown,13,2,assault,5,0.0,1
unknown,3,6,other,2,0.4,0
unknown,20,2,other,11,0.0,0
tremont,22,4,other,0,0.0,0
carrollton ridge,6,4,other,0,0.0,0
unknown,15,4,other,7,0.4,0
washington village/pigtown,19,3,other,0,0.0,0
unknown,22,4,other,6,0.0,0
barclay,15,1,other,1,0.0,0
unknown,20,1,other,7,0.0,0
cherry hill,4,0,assault,0,0.4,1
cherry hill,23,3,other,0,0.0,0
unknown,2,2,other,10,0.0,0
unknown,1,3,other,5,0.0,0
reservoir hill,23,3,other,0,0.0,0
forest park,16,4,other,0,0.0,0
clifton park,21,1,other,0,0.0,0
unknown,8,4,other,11,0.0,0
cylburn,7,4,other,0,0.0,0
unknown,1,3,other,11,0.0,0
unknown,4,4,other,7,0.0,0
unknown,14,1,other,12,0.0,0
ten hills,16,4,other,0,0.0,0
downtown,3,2,other,0,0.0,0
unknown,5,0,other,5,0.0,0
unknown,22,5,other,4,0.0,0
mount vernon,3,3,other,5,0.0,0
unknown,18,2,other,8,0.0,0
unknown,14,1,other,7,0.0,0
sandtown-winchester,22,1,other,0,0.0,0
unknown,17,2,other,5,0.4,0
unknown,5,4,other,17,0.0,0
ednor gardens-lakeside,5,4,other,0,0.0,0
sandtown-winchester,22,0,other,0,0.5,0
upper fells point,6,5,other,0,0.5,0
unknown,22,5,other,5,0.0,0
edmondson village,0,2,other,0,0.0,0
unknown,14,0,other,7,0.0,0
downtown,15,0,other,0,0.0,0
unknown,15,4,other,11,0.0,0
milton-montford,0,5,other,1,0.0,0
park circle,0,0,other,0,0.4,0
baltimore highlands,2,4,assault,0,0.4,1
downtown,0,4,other,0,0.0,0
unknown,23,1,other,9,0.0,0
mondawmin,0,5,other,0,0.0,0
unknown,17,2,other,5,0.4,0
madison park,23,0,other,0,0.0,0
canton industrial area,18,6,other,0,0.0,0
unknown,22,3,other,18,0.0,0
baltimore highlands,22,6,other,0,0.4,0
unknown,5,3,other,16,0.0,0
unknown,3,3,other,6,0.0,0
unknown,12,3,other,12,0.4,0
berea,2,3,other,0,0.0,0
mount vernon,3,4,other,3,0.0,0
unknown,23,5,other,12,0.0,0
penn north,23,3,other,0,0.0,0
unknown,20,5,other,10,0.4,0
unknown,14,0,other,2,0.4,0
dunbar-broadway,20,5,other,0,0.0,0
union square,2,2,other,0,0.0,0
frankford,9,4,other,0,0.0,0
unknown,16,3,other,5,0.0,0
unknown,18,4,other,7,0.0,0
walbrook,0,6,other,0,0.5,0
belair-edison,17,0,other,0,0.0,0
unknown,22,3,other,7,0.0,0
unknown,6,2,other,6,0.0,0
yale heights,22,2,other,0,0.0,0
unknown,1,4,other,6,0.0,0
mondawmin,22,1,other,0,0.0,0
parkview/woodbrook,2,0,other,0,0.0,0
pen lucy,0,3,other,0,0.0,0
hillen,21,5,other,0,0.0,0
ramblewood,21,4,other,0,0.0,0
unknown,7,2,other,11,0.0,0
unknown,19,1,other,6,0.0,0
unknown,21,4,other,7,0.0,0
unknown,19,0,other,5,0.0,0
glenham-belhar,6,1,assault,0,0.4,1
patterson park neighborhood,16,2,other,1,0.0,0
northwest community action,14,4,other,0,0.0,0
unknown,17,1,other,6,0.0,0
pleasant view gardens,17,1,other,0,0.0,0
broadway east,4,5,assault,1,0.4,1
unknown,1,4,other,5,0.0,0
charles village,4,3,other,0,0.0,0
unknown,0,1,other,14,0.0,0
towanda-grantley,21,5,other,0,0.0,0
mcelderry park,18,5,other,0,0.0,0
mondawmin,23,1,other,0,0.0,0
unknown,16,2,other,10,0.0,0
madison-eastend,5,6,other,0,0.0,0
unknown,15,0,other,3,0.0,0
downtown,6,3,other,3,0.0,0
cameron village,0,0,other,0,0.4,0
unknown,18,6,other,3,0.0,0
sandtown-winchester,3,2,other,0,0.0,0
unknown,11,2,other,8,0.0,0
mondawmin,16,5,other,0,0.0,0
unknown,10,2,other,10,0.0,0
langston hughes,12,3,other,0,0.0,0
east baltimore midway,5,5,other,1,0.0,0
penrose/fayette street outreach,21,5,other,0,0.0,0
unknown,3,1,other,8,0.0,0
downtown,15,2,other,1,0.0,0
shipley hill,8,3,other,0,0.4,0
federal hill,2,6,other,0,0.0,0
unknown,1,3,other,5,0.0,0
mondawmin,3,4,other,0,0.0,0
federal hill,4,4,other,0,0.0,0
mount vernon,21,2,other,5,0.0,0
woodmere,6,4,other,0,0.0,0
unknown,19,5,other,0,0.0,0
unknown,16,3,other,13,0.0,0
upton,1,6,other,0,0.0,0
patterson park neighborhood,8,5,other,0,0.0,0
druid heights,18,4,other,0,0.0,0
coldstream homestead montebello,22,1,other,0,0.0,0
beechfield,1,1,other,0,0.4,0
unknown,12,5,other,5,0.0,0
unknown,19,4,other,3,0.0,0
reservoir hill,0,3,other,0,0.0,0
unknown,21,1,other,6,0.0,0
allendale,12,3,assault,0,0.4,1
mondawmin,21,1,other,1,0.0,0
cherry hill,14,2,other,0,0.5,0
orchard ridge,0,2,other,0,0.0,0
coppin heights/ash-co-east,1,1,other,0,0.4,0
lakeland,3,4,other,0,0.0,0
mondawmin,18,2,other,0,0.0,0
unknown,17,4,other,14,0.0,0
unknown,2,6,other,7,0.0,0
unknown,23,3,other,9,0.0,0
berea,16,4,other,2,0.4,0
unknown,20,1,other,9,0.4,0
unknown,13,5,other,2,0.4,0
downtown,5,2,other,1,0.0,0
unknown,20,2,other,6,0.0,0
mount holly,15,2,other,0,0.0,0
unknown,13,6,other,7,0.4,0
belair-edison,23,0,other,0,0.0,0
woodmere,16,4,other,0,0.0,0
madison-eastend,2,4,other,0,0.0,0
unknown,21,6,other,8,0.0,0
lakeland,21,5,other,1,0.0,0
unknown,1,0,other,5,0.0,0
unknown,17,5,assault,3,0.4,1
unknown,5,2,other,6,0.0,0
carroll-south hilton,23,4,other,0,0.0,0
kernewood,22,3,other,0,0.0,0
coldstream homestead montebello,22,2,other,0,0.4,0
unknown,2,4,other,4,0.0,0
mount vernon,4,5,other,1,0.0,0
unknown,13,1,other,5,0.0,0
unknown,15,3,other,11,0.4,0
penrose/fayette street outreach,14,4,other,1,0.0,0
baltimore highlands,20,6,other,0,0.0,0
unknown,21,3,other,6,0.0,0
unknown,17,3,other,9,0.0,0
upton,0,2,other,0,0.0,0
south clifton park,16,2,other,1,0.0,0
york-homeland,16,1,other,0,0.0,0
unknown,14,2,other,6,0.0,0
belair-edison,9,3,other,0,0.0,0
midtown-edmondson,20,0,other,0,0.0,0
unknown,3,6,other,6,0.0,0
unknown,20,5,other,7,0.0,0
unknown,19,3,other,4,0.0,0
concerned citizens of forest park,14,1,other,0,0.4,0
unknown,15,1,other,9,0.0,0
berea,19,6,other,1,0.5,0
unknown,1,3,other,6,0.0,0
belair-edison,0,1,other,2,0.0,0
unknown,18,4,other,7,0.0,0
coldstream homestead montebello,0,1,other,0,0.0,0
unknown,2,1,other,5,0.5,0
dorchester,14,2,other,0,0.0,0
unknown,23,0,other,3,0.0,0
unknown,5,3,other,2,0.0,0
downtown,6,5,other,0,0.0,0
cherry hill,14,0,other,0,0.0,0
coldstream homestead montebello,17,1,other,0,0.0,0
unknown,0,3,other,4,0.0,0
new southwest/mount clare,1,6,other,0,0.0,0
madison park,5,5,other,0,0.0,0
parklane,18,1,other,0,0.0,0
downtown west,4,3,other,0,0.0,0
unknown,22,2,other,16,0.0,0
central park heights,23,4,assault,0,0.4,1
unknown,7,2,other,7,0.0,0
arlington,15,2,other,0,0.0,0
franklin square,22,0,other,0,0.0,0
unknown,18,4,other,2,0.0,0
unknown,12,5,other,2,0.0,0
unknown,20,0,other,6,0.0,0
unknown,1,4,other,6,0.0,0
unknown,7,5,other,3,0.0,0
unknown,21,2,other,11,0.0,0
curtis bay,21,0,other,0,0.0,0
sandtown-winchester,0,5,other,2,0.0,0
towanda-grantley,4,5,other,0,0.4,0
university of maryland,15,2,other,0,0.0,0
downtown,18,1,other,0,0.4,0
downtown,7,2,other,0,0.4,0
unknown,12,3,other,11,0.0,0
unknown,5,3,other,8,0.0,0
brooklyn,23,4,other,0,0.0,0
unknown,0,1,other,8,0.0,0
liberty square,23,4,other,0,0.0,0
unknown,4,4,assault,8,0.4,1
unknown,19,6,other,3,0.0,0
unknown,22,3,other,12,0.0,0
unknown,15,2,other,9,0.0,0
south clifton park,20,5,property,0,0.0,0
unknown,3,2,other,10,0.0,0
unknown,21,4,other,4,0.0,0
unknown,10,1,other,6,0.4,0
sandtown-winchester,21,2,other,1,0.0,0
unknown,14,2,other,10,0.0,0
unknown,0,5,other,0,0.0,0
unknown,14,4,other,11,0.0,0
east baltimore midway,13,3,other,0,0.0,0
unknown,14,1,other,5,0.4,0
mount vernon,16,2,other,4,0.0,0
unknown,0,0,other,3,0.4,0
madison-eastend,1,3,other,1,0.0,0
mcelderry park,3,2,other,0,0.4,0
east baltimore midway,13,3,other,0,0.0,0
washington village/pigtown,1,2,other,1,0.5,0
frankford,9,3,other,0,0.0,0
unknown,18,2,other,6,0.5,0
inner harbor,13,0,other,0,0.0,0
howard park,19,2,other,0,0.0,0
unknown,5,4,other,4,0.0,0
unknown,21,2,other,8,0.0,0
unknown,14,1,other,9,0.0,0
unknown,14,0,other,4,0.4,0
orchard ridge,20,5,other,0,0.0,0
unknown,14,0,other,3,0.0,0
lucille park,13,1,other,0,0.0,0
downtown,2,2,other,1,0.4,0
unknown,21,3,other,12,0.0,0
penn-fallsway,18,0,other,0,0.0,0
broadway east,23,3,other,0,0.0,0
mondawmin,20,5,other,0,0.0,0
arcadia,20,2,other,0,0.0,0
ellwood park/monument,4,6,other,0,0.4,0
park circle,13,3,other,0,0.0,0
unknown,20,2,other,3,0.0,0
woodmere,0,6,property,1,0.0,0
baltimore highlands,1,3,other,0,0.0,0
washington hill,3,6,other,0,0.0,0
waverly,23,6,other,0,0.0,0
canton industrial area,5,6,other,0,0.0,0
east baltimore midway,23,0,other,0,0.5,0
arlington,13,0,other,0,0.4,0
frankford,1,2,other,0,0.0,0
orchard ridge,5,1,assault,0,0.4,1
unknown,2,1,other,9,0.0,0
oldtown,2,6,other,3,0.0,0
unknown,10,2,other,10,0.0,0
brooklyn,0,2,other,0,0.0,0
belair-edison,7,2,other,1,0.0,0
sandtown-winchester,20,1,other,0,0.0,0
port covington,21,4,other,0,0.0,0
unknown,7,5,other,3,0.4,0
woodmere,4,2,other,0,0.0,0
druid heights,20,1,other,0,0.0,0
glen,18,3,assault,0,0.4,1
unknown,23,1,other,11,0.0,0
levindale,7,5,other,0,0.4,0
unknown,0,1,other,14,0.0,0
downtown,22,6,other,1,0.0,0
milton-montford,23,3,other,0,0.0,0
cherry hill,13,2,other,1,0.0,0
madison-eastend,5,1,other,0,0.4,0
unknown,4,2,other,3,0.0,0
graceland park,23,6,assault,0,0.4,1
unknown,15,2,other,9,0.0,0
unknown,1,5,other,3,0.0,0
unknown,5,3,other,11,0.0,0
sandtown-winchester,1,5,other,0,0.0,0
unknown,11,5,other,6,0.0,0
druid heights,12,5,other,0,0.0,0
unknown,12,2,other,7,0.4,0
clifton park,16,0,other,0,0.0,0
hanlon-longwood,3,3,other,0,0.4,0
madison-eastend,19,2,other,1,0.0,0
unknown,22,3,other,7,0.0,0
coldstream homestead montebello,23,2,assault,0,0.4,1
unknown,23,3,other,7,0.0,0
unknown,16,2,other,3,0.0,0
mount vernon,16,1,other,2,0.0,0
downtown,3,5,other,0,0.0,0
unknown,23,2,other,15,0.0,0
woodmere,10,1,other,0,0.0,0
sandtown-winchester,22,2,other,0,0.0,0
penn north,15,3,other,0,0.0,0
canton industrial area,13,6,other,0,0.0,0
burleith-leighton,23,0,other,0,0.0,0
reservoir hill,4,6,assault,0,0.4,1
unknown,0,2,other,3,0.0,0
sandtown-winchester,0,2,other,2,0.0,0
unknown,1,4,other,10,0.4,0
unknown,16,1,other,6,0.0,0
unknown,14,2,other,8,0.0,0
liberty square,0,5,other,0,0.0,0
mid-town belvedere,4,6,assault,0,0.4,1
unknown,22,2,other,8,0.0,0
mondawmin,23,4,other,0,0.0,0
belair-edison,19,5,other,0,0.0,0
unknown,4,5,other,9,0.0,0
woodmere,1,1,other,0,0.0,0
garwyn oaks,4,1,other,0,0.4,0
downtown,0,4,other,1,0.0,0
unknown,15,4,other,9,0.0,0
belair-parkside,11,3,other,0,0.0,0
unknown,13,3,other,8,0.0,0
washington village/pigtown,0,4,other,0,0.0,0
grove park,0,5,other,0,0.0,0
unknown,6,3,other,15,0.0,0
downtown,2,3,other,0,0.0,0
brooklyn,3,0,other,0,0.4,0
east baltimore midway,23,1,other,0,0.0,0
unknown,21,3,other,4,0.0,0
unknown,2,6,other,4,0.0,0
unknown,19,3,other,9,0.0,0
mosher,21,0,other,1,0.0,0
highlandtown,23,0,other,0,0.0,0
unknown,6,5,other,1,0.4,0
unknown,10,6,other,3,0.0,0
central park heights,15,0,other,0,0.0,0
franklintown road,19,3,other,0,0.4,0
unknown,2,0,other,7,0.0,0
hopkins bayview,21,4,other,0,0.0,0
kenilworth park,16,3,other,0,0.0,0
unknown,11,1,other,6,0.4,0
unknown,18,0,other,5,0.0,0
morrell park,14,1,other,0,0.0,0
unknown,4,0,other,3,0.0,0
washington village/pigtown,14,1,other,0,0.0,0
charles north,2,2,assault,0,0.4,1
south baltimore,1,0,assault,0,0.4,1
unknown,12,2,other,10,0.0,0
violetville,23,6,other,0,0.0,0
unknown,1,6,other,6,0.0,0
lakeland,14,6,other,0,0.4,0
berea,12,1,other,0,0.0,0
mondawmin,1,1,other,1,0.0,0
unknown,0,6,other,5,0.0,0
baltimore highlands,14,2,other,0,0.0,0
unknown,20,0,other,7,0.0,0
broadway east,5,5,other,0,0.0,0
unknown,20,0,assault,7,0.4,1
unknown,21,4,other,6,0.0,0
unknown,0,3,other,11,0.0,0
unknown,15,2,other,11,0.0,0
sandtown-winchester,13,3,other,1,0.4,0
hawkins point,3,6,other,0,0.0,0
better waverly,23,1,other,0,0.0,0
unknown,8,4,other,9,0.0,0
gay street,17,2,other,0,0.0,0
unknown,16,3,other,8,0.0,0
unknown,18,4,other,5,0.0,0
gay street,11,1,other,1,0.0,0
unknown,17,0,other,10,0.0,0
unknown,16,4,other,1,0.5,0
glen oaks,23,0,other,0,0.0,0
bridgeview/greenlawn,17,0,assault,1,0.4,1
brooklyn,14,0,other,0,0.0,0
liberty square,21,2,other,0,0.0,0
druid heights,16,3,other,0,0.0,0
hamilton hills,14,5,other,0,0.0,0
unknown,19,4,other,7,0.0,0
unknown,6,3,other,8,0.0,0
inner harbor,19,2,other,0,0.0,0
broadway east,18,3,other,0,0.0,0
hollins market,22,5,other,0,0.4,0
woodmere,22,2,other,0,0.0,0
unknown,20,4,other,4,0.0,0
shipley hill,1,2,other,1,0.0,0
ashburton,3,6,other,0,0.0,0
unknown,23,1,other,3,0.0,0
unknown,17,4,other,9,0.0,0
clifton park,23,4,other,0,0.0,0
unknown,15,2,other,3,0.4,0
unknown,16,1,other,9,0.4,0
unknown,8,3,other,15,0.0,0
unknown,14,4,other,11,0.0,0
upton,22,6,other,0,0.0,0
coldstream homestead montebello,15,2,other,0,0.0,0
bridgeview/greenlawn,13,1,other,0,0.0,0
unknown,9,2,other,8,0.0,0
unknown,11,1,other,6,0.4,0
unknown,13,4,other,4,0.4,0
unknown,14,0,other,5,0.0,0
harlem park,18,0,other,0,0.0,0
downtown,15,0,other,0,0.0,0
mount vernon,12,3,other,1,0.0,0
unknown,14,2,other,14,0.0,0
brooklyn,23,1,other,0,0.0,0
dorchester,1,5,other,0,0.0,0
penn north,14,1,other,2,0.0,0
mcelderry park,2,4,other,0,0.0,0
sandtown-winchester,21,1,other,1,0.0,0
unknown,14,2,other,14,0.0,0
unknown,14,0,other,3,0.0,0
unknown,18,2,other,8,0.4,0
charles north,0,2,other,0,0.0,0
poppleton,12,0,other,0,0.0,0
oldtown,23,1,other,0,0.0,0
unknown,23,2,other,10,0.0,0
unknown,5,2,other,6,0.0,0
unknown,15,3,other,3,0.4,0
bayview,20,3,other,0,0.0,0
unknown,21,3,other,4,0.0,0
unknown,2,3,other,3,0.0,0
penn north,19,4,other,1,0.0,0
sandtown-winchester,20,1,assault,2,0.0,1
parkview/woodbrook,3,0,other,0,0.0,0
east baltimore midway,23,4,other,0,0.0,0
unknown,18,1,other,14,0.4,0
unknown,1,3,other,10,0.0,0
central park heights,12,2,other,1,0.0,0
glen oaks,12,2,other,0,0.0,0
oliver,15,4,other,1,0.0,0
unknown,16,5,other,3,0.0,0
unknown,19,2,other,12,0.4,0
washington village/pigtown,15,1,other,0,0.0,0
unknown,11,1,other,12,0.0,0
unknown,16,3,other,7,0.4,0
federal hill,6,6,assault,0,0.4,1
broadway east,12,3,other,2,0.0,0
unknown,7,2,other,5,0.0,0
penn north,6,2,other,0,0.0,0
brooklyn,16,5,other,0,0.0,0
unknown,7,6,other,5,0.0,0
central park heights,10,2,other,0,0.0,0
coldstream homestead montebello,19,4,assault,0,0.4,1
coldstream homestead montebello,4,2,other,0,0.0,0
unknown,11,2,other,7,0.0,0
unknown,0,5,other,12,0.0,0
unknown,22,4,assault,15,0.4,1
downtown,12,5,other,0,0.0,0
central park heights,23,1,other,0,0.0,0
reservoir hill,1,5,other,1,0.0,0
carrollton ridge,16,2,other,0,0.0,0
unknown,5,1,other,8,0.0,0
unknown,14,2,other,5,0.0,0
unknown,12,3,other,11,0.0,0
ellwood park/monument,16,4,other,0,0.0,0
unknown,18,0,other,5,0.0,0
ellwood park/monument,20,0,other,0,0.0,0
canton,0,1,other,0,0.0,0
upton,21,1,other,0,0.0,0
coldstream homestead montebello,21,6,other,0,0.0,0
glen,2,2,other,0,0.4,0
reservoir hill,21,1,other,0,0.0,0
unknown,1,1,other,3,0.0,0
unknown,18,3,other,13,0.0,0
upton,2,6,other,0,0.0,0
broadway east,16,1,assault,0,0.4,1
unknown,6,3,other,17,0.0,0
unknown,0,5,other,5,0.0,0
winston-govans,20,0,other,0,0.4,0
unknown,14,2,other,7,0.0,0
unknown,21,6,other,6,0.0,0
cherry hill,18,5,assault,0,0.4,1
canton industrial area,19,1,other,0,0.0,0
unknown,11,5,other,2,0.0,0
unknown,17,3,other,14,0.0,0
homeland,16,3,other,0,0.0,0
unknown,14,3,other,8,0.4,0
beechfield,1,3,other,0,0.0,0
unknown,9,6,other,3,0.0,0
arlington,23,1,other,0,0.0,0
unknown,23,2,other,6,0.0,0
unknown,18,6,other,5,0.0,0
orangeville industrial area,23,4,other,0,0.0,0
shipley hill,22,2,other,1,0.0,0
unknown,12,1,other,11,0.0,0
dunbar-broadway,0,1,other,0,0.0,0
unknown,23,0,other,4,0.0,0
broadway east,10,2,other,2,0.0,0
orchard ridge,16,5,assault,0,0.4,1
oldtown,18,5,other,0,0.0,0
upton,17,0,other,0,0.4,0
belair-edison,20,3,other,0,0.0,0
madison-eastend,0,1,other,0,0.0,0
frankford,14,0,other,0,0.0,0
winston-govans,8,6,other,0,0.4,0
upton,20,3,other,0,0.0,0
unknown,14,4,other,3,0.0,0
unknown,13,3,other,2,0.0,0
new southwest/mount clare,20,5,other,0,0.0,0
unknown,14,2,other,7,0.4,0
hunting ridge,8,4,assault,0,0.4,1
unknown,21,4,other,8,0.0,0
mcelderry park,10,6,other,0,0.0,0
madison-eastend,5,4,other,0,0.0,0
upton,15,6,assault,0,0.4,1
fairfield area,20,2,assault,0,0.4,1
carrollton ridge,1,5,other,0,0.0,0
mosher,0,3,other,0,0.0,0
unknown,21,6,other,3,0.0,0
shipley hill,21,0,other,0,0.0,0
jonestown,23,4,other,0,0.0,0
unknown,10,3,other,5,0.4,0
hollins market,3,6,assault,0,0.4,1
upton,19,5,other,1,0.0,0
central park heights,18,5,assault,1,0.4,1
unknown,22,1,other,8,0.0,0
coldspring,5,2,other,0,0.4,0
unknown,17,0,other,12,0.4,0
unknown,19,3,other,11,0.0,0
madison-eastend,9,6,other,0,0.0,0
unknown,15,3,other,10,0.0,0
west arlington,15,2,other,0,0.0,0
unknown,2,4,other,11,0.0,0
unknown,7,1,other,10,0.0,0
unknown,8,3,assault,9,0.4,1
upton,15,6,assault,1,0.4,1
washington village/pigtown,17,1,other,0,0.0,0
unknown,7,1,other,10,0.0,0
garwyn oaks,16,0,other,0,0.0,0
richnor springs,3,6,other,0,0.4,0
unknown,4,6,other,2,0.0,0
unknown,23,2,other,14,0.0,0
